x,y,arg
7.263488,-12.950413,0
14.848874,5.569787,2
-0.45079184,-5.439975,0
-1.0712272,23.196688,1
5.1252947,11.423121,1
-1.4903821,9.960367,1
-12.766719,-0.5154049,1
-2.5338628,-9.802599,1
-1.9249439,-12.021928,2
-1.8325759,8.284449,2
-7.2192955,21.465836,1
-11.171577,7.210789,1
-3.1513953,-2.595358,2
0.6173123,6.0627923,2
-1.1319528,13.590066,1
-9.693135,10.625295,1
-13.857411,-4.2395825,1
-7.5410795,-3.5820735,1
0.46564993,-10.833839,2
9.39501,-1.242581,1
2.5590613,19.65681,1
-3.151858,-0.3698,1
-8.804973,8.364185,1
-0.050951477,2.159151,1
0.75551265,0.8975611,1
3.1630535,-10.978974,2
-5.8923903,13.684655,2
2.943401,12.630632,0
14.740854,9.686127,0
20.041044,8.19923,0
18.12983,-3.6840363,0
11.244857,7.7449393,0
3.765764,18.231907,0
-10.859949,4.262651,2
5.835878,6.9537635,0
4.7024393,19.02329,2
4.3852096,22.030302,0
15.583527,17.772112,0
26.30314,3.5377028,0
11.284019,1.8715055,0
14.575103,2.9160593,0
5.832644,1.8164904,2
-0.8885655,-4.8965907,1
1.2395247,19.068474,1
-11.877579,4.986378,1
-4.9639115,-9.94336,1
-6.134343,-8.495794,1
-9.4199295,3.8666582,2
-0.8584704,-1.4787561,0
2.903104,19.409998,1
-5.8267374,2.5323684,1
-13.172396,2.398298,1
-1.2683024,1.6055795,1
-6.264687,-0.76516515,1
3.2903328,-11.108903,2
-6.0466795,13.771851,0
5.489012,8.28316,2
13.495576,16.633873,2
2.358587,23.262299,1
0.7328347,9.665306,1
-16.676174,0.5017507,1
-4.326413,-1.6498721,1
-9.059158,-2.1435535,2
-6.2355647,6.329879,1
16.372196,20.278105,0
16.879345,6.0485716,0
5.9772334,-11.333148,2
9.843197,-1.9968884,0
-3.2728121,10.461646,2
6.6199207,12.135896,1
14.639296,11.485138,0
14.964956,-6.517474,0
15.560055,-8.363679,0
9.6085615,-14.217437,2
10.044895,9.432688,2
-0.03202008,8.239308,1
-6.338212,8.142574,1
-2.3959675,3.0469584,1
-5.057593,-8.150445,1
1.468527,2.072249,2
-1.1617696,-1.3845184,1
14.293283,22.07579,0
20.274847,3.5088816,0
9.878725,0.10809242,0
7.275775,-12.943737,0
5.7971945,1.1628534,2
-0.46567848,-5.4252353,1
16.609411,14.069524,2
12.250728,18.679983,0
20.397097,16.003656,0
17.501038,-6.0563645,0
10.068087,12.399778,2
6.3293114,10.567466,0
0.97358894,26.06503,2
2.1423426,10.033244,0
14.901194,8.283304,0
23.656672,3.9173527,0
11.380979,-6.32291,0
9.366926,-10.050935,2
10.741185,10.144539,2
2.1914842,8.895494,2
-0.12026572,15.198364,0
4.693097,19.030508,2
4.3799796,22.026031,0
15.620707,17.733942,0
26.311405,3.5284228,0
11.309397,1.8907844,0
14.579227,2.9224465,0
5.8512645,1.9207785,2
-0.9556597,-4.832103,1
14.139505,13.84258,0
18.013725,4.169873,0
13.692917,-5.072607,0
19.278883,-3.6598628,0
11.596082,7.9256663,0
8.61344,-6.4860277,2
5.932784,6.007547,0
-6.809678,16.096178,1
-0.85130596,20.605711,1
-12.017834,-7.9847217,1
-13.270135,-0.087528124,1
0.75116086,0.8895196,1
3.1568341,-10.971614,2
-5.820565,13.637035,2
20.63534,13.555017,0
22.351803,10.751743,0
9.045497,-5.4165106,2
12.184464,8.984261,0
9.302547,17.47177,0
9.101628,7.9900913,0
8.841305,14.72098,0
19.203024,-3.6998441,0
11.615578,7.941768,0
8.621213,-6.5039077,2
5.9497414,6.0136194,0
9.08936,22.953222,0
19.077414,4.7711663,0
19.974316,8.110113,0
18.057314,-3.6166098,0
21.593544,4.0162663,0
3.7652502,18.227087,0
8.674411,5.901588,2
5.889301,6.9448395,0
4.678557,12.423538,0
13.061594,1.6297951,0
7.124704,-11.799103,2
7.8029714,11.276587,0
4.342419,20.366367,1
-6.5931516,3.1608334,1
-12.549109,-3.3162804,1
-3.081954,-6.315016,2
-0.26085746,-8.218487,1
5.6237073,23.409397,0
22.349207,10.74587,0
9.046241,-5.412788,2
12.226583,9.029846,0
2.688005,14.268459,2
8.073985,8.464235,0
-3.9891896,17.21214,1
7.0790043,-16.795984,2
-5.949432,4.666484,0
9.05127,23.001938,0
17.495657,10.463516,0
19.992048,8.125873,0
18.185299,-3.7248635,0
11.257526,7.764367,0
3.7047346,18.168472,0
-10.890515,4.264258,2
5.8441935,6.8995576,0
10.383033,15.187578,0
16.520874,11.895465,0
10.251656,8.512612,0
16.620996,-13.623917,0
14.530768,-2.643723,2
8.525323,3.478314,2
-12.279934,11.048024,2
-0.006310089,15.771554,2
4.069049,10.792041,1
-4.7239943,-18.21073,1
1.041919,-6.801337,2
5.372091,-2.9186778,2
2.363747,23.265055,1
0.7318505,9.6864395,1
-16.681269,0.5037477,1
-4.28126,-1.6041483,1
-8.971211,-2.2136908,2
1.5138863,-3.554865,1
15.865111,3.8656907,0
17.23332,-4.770401,2
4.290104,4.7208257,2
11.816195,16.11254,0
14.709138,-14.357673,0
12.184813,-6.7435293,0
9.815159,-10.378368,1
7.454994,-5.1595945,2
3.7330377,5.852649,1
1.6753026,23.267677,1
-4.6886396,3.3568707,1
-4.3720145,-3.9814656,1
-8.371058,1.2477382,1
2.1263092,-0.07283553,2
1.567692,-3.6279762,1
-3.9682922,19.381567,1
-4.669962,10.223286,1
-4.5430846,-6.822956,1
5.156266,3.2726285,2
-1.8125994,-2.778043,1
-2.6330864,11.931073,2
1.046553,17.201578,0
-4.0439954,7.1988096,1
-3.449604,2.3303475,2
0.037437346,-9.833594,0
-6.2530136,10.483964,1
-10.680356,-14.485578,2
-6.1020207,4.8124704,0
9.230402,17.542593,0
9.180996,7.915686,0
19.463675,10.886233,0
10.390029,3.2905362,0
7.3958907,-9.113318,2
3.486156,9.359593,2
0.91725093,12.889529,2
-9.140165,19.502243,2
13.248212,12.600786,0
24.126383,7.990754,0
15.639489,-8.226906,0
11.380048,-12.732966,2
0.9635756,7.5344324,2
-6.5743876,1.9662747,2
-0.011003361,15.767685,2
13.974505,18.06858,0
19.29778,1.0920836,0
12.286687,5.314889,2
6.039944,-15.82148,0
12.0945015,10.333208,0
22.362034,9.149339,0
11.091296,-6.128538,0
8.060381,-0.85406727,2
10.494764,9.966617,2
5.5228167,9.414097,2
7.5576997,17.464287,2
-13.307861,12.830205,1
-9.358767,6.778269,1
-7.2421236,-17.710758,2
5.467834,-2.79135,0
6.7204185,14.346405,1
-3.1462383,-0.37499073,1
-8.762059,8.399771,1
-7.90079,0.699766,1
1.7294166,-0.8089099,1
-5.2186804,1.7917681,2
4.306236,-9.162188,2
11.808989,16.112143,0
15.602003,6.752918,0
11.452841,5.9122977,0
9.076335,-8.0436735,2
7.1565557,-1.7558374,1
2.9489877,19.375225,1
-5.8045363,2.5506413,1
-4.382584,-3.9566593,1
-7.825464,0.6096146,1
1.6672974,-0.90313566,1
-4.97499,2.0263753,2
-4.305981,5.886534,1
-4.7650056,13.014455,1
2.4652016,-5.294445,2
-2.6873603,7.7505317,0
2.9736066,19.356821,1
-5.7977576,2.5065238,1
-13.156816,2.362848,1
-1.2997537,1.5998905,1
-6.260139,-0.7412516,1
-4.9680367,2.0306363,2
-4.3135266,5.892264,1
14.016062,18.021942,0
23.659916,-8.873045,0
7.006304,1.1469185,2
13.830255,6.6074142,0
-2.3690715,17.167612,1
-8.950184,10.523945,1
-11.401197,-3.1181808,1
-7.0885463,-3.8699133,1
0.5719795,-10.723399,2
9.462652,-1.3887233,1
2.6038847,19.615564,1
-3.380174,-0.123973876,1
-13.273382,2.6475778,1
-1.2522273,1.6340473,1
-6.2465687,-0.7042194,1
-5.1284485,1.8852392,2
-4.286968,5.869069,1
10.325883,13.902566,0
16.875652,6.047958,0
12.530613,-2.8689258,2
5.5727067,-4.3366957,2
4.7674346,10.354929,2
7.5622754,17.445383,0
-1.1303718,13.581524,1
-9.6894655,10.625748,1
-13.898827,-4.2066407,1
-7.2642903,-3.7680912,1
0.58956224,-10.713973,2
0.53222054,-3.9828587,1
2.2919154,8.894619,2
-0.1937701,14.891556,0
-7.232111,21.48524,1
-8.200344,4.1800857,1
2.6029081,-19.25847,2
7.119553,8.397483,2
-3.241915,10.445104,2
6.729064,12.234296,2
-4.788903,24.439344,1
-10.788455,8.857709,1
-4.244586,-4.084058,1
-8.123037,0.934499,1
-7.5204806,9.472432,2
0.78102535,3.641845,1
-1.3152738,16.417654,1
-16.98979,-4.89018,1
-6.262106,-12.086715,1
2.0192971,-14.217308,2
8.174837,0.023368757,2
3.887024,15.829255,1
-10.470927,1.0506697,1
-8.8340225,-0.72877276,2
5.5813923,-3.4079537,2
9.035575,12.550758,2
9.037521,16.619946,0
-13.897868,15.186627,1
-15.105695,13.695256,1
0.30019677,-6.1213527,1
1.6325054,-12.802098,2
8.351988,0.77217126,1
22.757303,17.150211,0
23.539097,1.2383786,0
11.6564045,5.889735,2
3.690924,-5.6101365,2
3.5015228,5.9211664,2
6.8384786,-5.9911904,0
1.6315446,23.255978,1
-4.7177963,3.3544533,1
-8.305683,-8.356728,1
-7.752174,-1.7863823,1
-11.386736,11.290149,2
-6.4637237,6.602659,2
19.07516,18.38098,0
23.115257,16.028505,0
21.713253,-6.114492,0
22.214027,-4.7472863,2
8.7962055,4.450066,0
16.578236,14.097005,2
2.5689116,15.621251,0
-4.756658,13.019825,1
2.4263036,-5.3583856,2
-2.6781278,7.752674,0
-6.167882,18.50532,1
-7.4979367,8.612436,1
-3.685301,-10.927713,1
-2.8477674,-5.83064,2
-0.5469341,-8.271042,1
7.1963363,18.81064,0
25.216173,-0.5242459,0
0.13280897,-17.956318,2
-5.6502714,14.609805,0
5.504867,8.290814,2
0.99987644,17.102562,2
-4.799126,24.452114,1
-10.869611,8.946621,1
-15.576837,7.9297833,1
-12.746898,-0.5426508,1
1.054157,0.47821474,1
3.8952358,-2.2727966,2
-4.1661925,5.767348,0
8.985844,13.465658,0
19.013285,-9.398296,2
4.0518923,1.8321564,0
2.3984027,7.0319953,0
17.86026,-11.94043,2
7.5528865,6.748656,2
19.4665,2.9277704,1
-2.6514657,3.9498627,2
-6.1324587,4.8444633,0
2.9125574,19.39747,1
-5.765022,2.5843263,1
-13.12621,2.348202,1
-1.2610444,1.6148713,1
1.6200757,-0.94165653,1
-5.0665116,1.9390515,2
4.309662,-9.160059,1
6.72636,14.346952,1
-3.1319206,-0.38997602,1
-8.776499,8.386112,1
-0.0047624153,2.192268,1
0.762462,0.88703793,1
3.1611862,-10.978001,2
-5.8800464,13.647628,2
-4.923221,20.807848,1
-0.85414386,20.635046,1
-12.035182,-7.9646883,1
-7.9490533,0.75126827,1
1.7774845,-0.7145296,1
-5.2887583,1.7475208,2
-4.2309175,5.8265533,0
18.169474,13.432414,0
20.182138,-10.491012,2
13.562685,9.556936,0
3.8967006,15.821139,1
-10.583689,0.8918441,1
-2.3839204,-14.493014,2
5.5342894,-3.239442,0
7.6897907,13.516749,0
22.561718,-3.027696,0
12.140241,-6.7067995,0
9.773542,-10.334046,1
6.7166653,-5.9780874,2
4.7196946,6.1340065,2
5.538883,23.316168,0
23.658445,-8.877375,0
6.9914255,1.1545768,2
13.860533,6.575509,0
5.4257007,20.098255,1
5.112127,11.453511,1
-1.4870979,9.885935,1
-8.284036,1.1237029,1
2.0000052,-0.3345785,2
1.2020044,-3.4304137,2
16.896912,8.56587,2
13.52003,16.613585,2
2.2667775,8.884814,2
-0.100498825,15.218198,0
-8.602435,14.147708,1
-2.5632493,4.8759675,1
-15.087221,-0.39719257,1
-9.493621,5.1580305,1
-0.40572998,-11.717131,2
0.75549686,-2.186972,2
6.5201564,16.220932,0
21.346786,-2.9807627,0
10.126149,6.4534,0
13.556226,-0.6894821,0
5.2773523,-0.69143736,2
7.8513093,3.3153508,0
-6.7817245,12.642568,1
-14.628119,4.9156623,1
-11.702942,-10.563331,1
1.2591943,-8.67371,2
-1.1324722,-8.60569,1
-1.7632041,15.54987,1
-15.726016,-3.385676,1
-9.85517,-9.131726,1
1.4593508,-13.208535,2
-0.9070757,11.8435545,1
3.937028,13.705421,0
18.289553,2.229365,0
20.02525,-0.036213893,0
14.825914,-0.8500023,0
6.393885,-0.63309854,2
3.617333,8.761965,1
14.294853,22.081009,0
20.238632,3.5619607,0
9.851039,0.13548973,0
13.708508,-0.62229586,0
5.4315,-0.8221088,2
7.7208886,3.1666265,0
-8.924315,15.141293,1
-1.8323739,6.0534744,1
-8.646666,-12.433641,1
1.4609584,-14.797142,2
-0.3098615,11.137245,2
11.920181,12.30458,0
24.27064,-3.1886716,0
7.058445,0.60775876,2
-0.9792278,3.193362,0
14.323928,22.777636,0
20.353056,3.2268305,0
10.176779,-0.1552731,0
14.020324,-0.53065604,0
6.8962245,-9.1936245,2
3.5193224,8.714308,2
21.32566,10.3322735,0
16.5803,-2.4150708,0
10.806822,5.790754,0
10.645994,-3.71939,2
3.811639,-4.0326424,0
12.2939,15.922448,0
15.600511,6.747656,0
11.548127,3.5014992,0
10.187008,-10.711341,2
9.312713,1.5758357,0
14.001694,18.02959,0
19.301136,1.0840725,0
12.211848,5.40058,2
4.355625,-5.5194182,2
-0.7997224,8.50373,1
-4.727059,-18.2141,2
-2.059191,-0.3126574,2
-13.244761,12.769922,1
-9.316303,6.7485213,1
3.6446166,-8.126233,2
5.5028906,-2.8064375,0
16.862566,8.59443,2
2.6707942,11.437056,0
14.508621,23.620543,0
15.159894,-10.657935,0
16.611736,4.721334,0
14.46473,2.8074412,0
5.839579,1.5628424,2
-0.7953314,-5.0434284,0
10.239194,14.9913845,0
14.269025,7.71447,0
18.2897,-1.7452545,0
13.123773,-1.0304044,0
5.018892,-0.53395814,2
8.584537,3.47159,2
7.7082667,13.498433,0
22.565834,-3.0356424,0
12.136205,-6.710036,0
9.715352,-10.299731,2
10.778983,10.181093,2
-2.5636573,11.84986,2
0.99603695,17.120739,0
16.98978,25.932138,0
21.95637,5.365017,0
10.683803,5.525186,0
10.588818,-3.6672847,2
3.7947843,-3.9407194,0
-8.957802,15.137286,1
-1.8755696,5.993208,1
-6.0838323,-3.0819666,1
-6.204439,-5.0028305,0
7.179292,-5.454459,2
4.607685,5.9137535,0
9.605601,20.971766,0
15.440723,-4.04466,0
12.923826,-9.256253,0
4.9714317,-7.048854,2
9.255371,1.5219692,0
9.002231,23.077332,0
19.078255,4.763068,0
20.010977,8.149843,0
12.786186,-1.3347201,0
17.068262,1.221692,2
3.897723,3.0043294,0
16.51373,14.161968,2
2.5584965,15.622324,0
5.64057,15.068097,0
13.04041,1.3840182,0
6.6140184,-11.628877,2
5.574909,-4.2743187,2
-10.001309,22.636591,1
-16.448397,9.219157,1
-8.084142,-6.2907586,1
-5.596974,0.37314606,2
-0.6540369,11.504908,2
-0.7878262,8.50712,1
-4.716224,-18.202202,2
5.41817,4.769111,2
18.051449,17.435827,0
23.245935,-0.14912492,0
12.958971,-9.248256,0
5.06406,-6.962296,2
7.2116456,-1.706324,0
-3.6229413,14.19323,1
-8.229465,4.2024875,1
2.5910897,-19.269217,2
0.5469876,5.9493423,0
10.153259,19.523888,0
16.461319,9.779761,0
13.318885,-10.380912,0
15.197629,0.3186446,0
14.879309,-2.3815088,0
6.2401643,-9.459334,2
5.8644876,6.039847,0
-16.89456,5.8053665,1
-15.535548,4.275885,1
-11.117906,-3.3036294,1
2.5933802,-8.705676,1
4.319761,-1.3013616,2
0.7592228,-3.7428446,2
-3.962049,19.373243,1
-13.88133,9.722836,1
-4.5883517,-6.780862,1
5.154155,3.2492466,2
-1.802003,-2.7748697,1
14.1514015,13.853028,0
9.138564,7.947611,0
8.806376,14.719506,0
10.261009,3.2888052,0
11.460997,-0.9105212,2
3.5394065,9.319181,2
7.1273756,18.72818,0
19.834644,-2.5188072,0
0.099425934,-17.988894,2
11.369562,13.097127,0
14.553793,23.566706,0
15.133683,-10.629715,0
12.107188,-11.423329,0
14.4863825,2.8275247,0
5.812008,1.5380569,2
7.619337,2.417369,0
10.357771,15.171898,0
16.538946,11.887708,0
10.2503195,8.5097685,0
15.120788,0.3724134,0
14.749762,-2.4546962,2
4.8035946,-13.316714,2
-3.8551219,14.488815,1
-7.4999037,6.560996,1
1.2493657,-7.0549197,2
7.129494,8.396052,2
6.502049,9.23539,0
7.295997,4.3648667,2
13.61648,9.523246,0
12.455499,21.823296,2
17.127222,13.122002,0
9.065808,15.73863,0
21.646564,5.6937485,0
8.5526085,-2.3215008,0
11.913102,-4.2773237,0
10.710198,-8.172285,2
-0.9289633,-4.047113,0
13.235196,12.604999,0
19.636156,5.9456906,0
10.883037,5.6622887,0
8.421933,-7.86904,1
2.6797595,1.54594,2
13.102347,2.9762907,1
-4.379883,11.894745,2
9.034999,16.617779,0
8.990894,13.461433,0
13.422201,-7.1780677,2
3.861253,7.5388994,2
18.870735,12.934246,0
18.324566,2.2580113,0
20.011559,-0.025828935,0
8.333976,7.534032,0
16.35349,8.015395,2
8.263757,-3.403561,0
-6.6802926,12.677899,1
-14.65624,4.8907175,1
-5.7082148,-3.1941106,1
-5.826088,0.5516387,2
-0.0007821418,11.299014,1
4.3407335,20.367285,1
-6.608945,3.1921196,1
-12.433921,-3.2331133,1
-3.0041087,-6.176904,2
-0.30745682,-8.236242,1
-1.1042908,23.22877,1
5.0779924,11.479849,1
-1.4723583,9.93984,1
-12.7763405,-0.5063817,1
-2.5333695,-9.801656,1
-1.9284917,-12.018487,2
-4.215699,5.809766,0
10.1865,19.493841,0
16.232672,10.014647,0
12.36491,1.7468413,0
13.14411,-5.702917,0
14.879164,-2.3803434,0
6.2516723,-9.453533,0
8.673977,5.932172,2
6.026156,7.032823,1
16.152311,-4.8487024,2
9.123987,-4.4296722,2
-6.8074765,16.09231,1
-0.7764132,20.567474,1
-12.075027,-7.9260798,1
-13.244678,-0.10897103,1
1.73192,-0.7968358,1
-5.3211045,1.7308286,2
-4.2146783,5.805551,0
-1.7156684,15.621667,1
-15.8266945,-3.5140834,1
-9.731572,-9.131215,1
-5.4077516,0.19431698,2
-0.905772,11.846496,1
-10.02074,22.644777,1
-16.445467,9.217596,1
-8.080525,-6.286637,1
2.0581574,-14.228869,2
-0.7938207,11.651183,2
5.2819157,13.08511,2
2.3053432,21.786274,0
-3.4211369,15.902891,1
-4.2267313,4.3924913,2
-7.3373957,-7.4389615,0
5.7836614,13.377789,2
2.549016,15.642747,0
2.3444967,23.262718,1
0.7654428,9.697593,1
-16.6764,0.5051592,1
-4.288134,-1.5995426,1
-8.919997,-2.260537,2
-6.2745466,6.3691564,1
1.0124826,14.6161995,1
-10.990955,9.103824,1
-12.124799,-7.8734393,1
-12.821689,-0.47551468,1
1.0467936,0.48496857,1
3.896152,-2.2966313,2
-1.742486,8.372863,2
-12.229481,11.05208,2
-0.013368786,15.745349,2
5.3923535,14.78369,0
12.8298435,0.8987651,0
6.5182242,-11.61376,2
7.6312027,10.869902,0
7.1906605,18.79467,0
25.227509,2.344443,0
9.08205,-5.4303327,2
12.218227,9.035615,0
-7.217212,21.46646,1
-11.170133,7.204178,1
-3.1343672,-2.5937738,2
0.5409823,5.9522243,0
4.7430263,19.048368,2
5.8365993,21.621918,0
13.246512,12.596255,0
24.126568,7.9917808,0
15.589416,-8.332558,0
11.377978,-12.734427,2
0.98189384,7.5365787,2
16.372707,20.278685,0
16.879166,6.053446,0
5.9839907,-11.341407,2
9.816947,-2.0341964,0
-11.1081915,15.898485,1
-6.8435674,3.4980943,1
-12.512887,-3.2921953,1
-3.126801,-6.3665957,2
-0.19319594,-8.184636,1
18.051277,17.436432,0
23.254936,-0.14763016,0
13.070689,-9.089676,0
5.1727166,-6.900572,2
9.274511,1.5397334,0
11.942706,12.294771,0
24.27083,-3.1900423,0
7.0634494,0.62414443,2
-0.9448622,3.1800394,0
0.47045195,21.620514,1
-6.3424406,8.145718,1
-2.3848648,3.0735552,1
-5.7366405,-9.7509165,1
1.4541422,2.0832076,2
-1.1631429,-1.3903946,2
8.01765,12.386198,0
18.097359,-7.2496576,0
7.328594,0.5395057,2
-0.8210607,3.231185,0
-1.2858081,16.452435,1
-16.999344,-4.900961,1
-6.116599,-3.0682607,1
-5.440239,0.22642785,2
-0.9061078,11.648715,1
13.299263,12.550397,0
19.636597,5.946843,0
15.663957,-8.109241,0
11.376966,-12.738324,2
10.0685835,9.430033,0
5.759183,26.492554,0
7.26092,4.401919,2
2.139037,5.53423,1
-10.960163,13.739153,1
-8.885889,-5.046271,1
1.0674784,-6.8369746,2
5.403418,-2.8480525,0
11.891309,12.342861,0
24.262224,-3.181149,0
7.0675464,0.6088099,2
-0.9662855,3.1952066,0
-5.2905736,9.119139,1
9.801157,-3.1910825,1
-1.6089315,-6.7105002,2
-2.1871486,10.267665,2
15.293398,12.932154,0
21.245441,1.8523005,0
16.521545,-11.190787,2
5.7475824,10.116437,0
9.594939,20.98136,0
15.503791,-3.9776852,0
11.97726,5.700659,2
3.8053625,-5.6011043,1
16.559801,14.111643,2
12.275523,18.705725,0
4.7099204,19.020918,2
4.3902893,22.026817,0
3.9125998,15.803512,1
-10.5344515,0.9864672,1
-8.831827,-0.72335786,2
5.5503354,-3.381538,0
-3.2478697,10.454454,2
6.700635,12.20353,2
5.4354405,14.775395,0
12.847262,0.9258361,0
6.4367814,-11.5613365,2
7.632133,10.862827,0
-1.5584946,7.0130677,2
-3.054772,22.508678,0
19.108765,18.396906,0
23.118553,16.031584,0
21.712084,-6.116084,0
8.378669,-7.6081243,2
1.5280267,7.7495337,0
-9.894103,17.478619,1
-10.753251,0.5397596,1
-2.5658624,-14.31855,2
-0.16579573,0.46252126,1
18.098368,17.481724,0
23.296879,-0.09849499,0
11.7560625,5.864021,2
3.7010608,-5.61345,1
2.3860767,7.0264554,0
17.833471,-11.975183,2
7.531335,6.732542,2
12.443785,21.811901,2
17.122694,13.123455,0
5.759165,26.49177,0
17.852873,-11.942579,2
4.124529,7.263222,0
1.5241411,16.286474,1
2.451748,-5.30388,2
-6.0233026,4.7395897,0
-8.600911,14.094651,1
-2.5712216,4.870241,1
-15.138407,-0.44655302,1
-9.471699,5.104548,1
-0.39607263,-11.7065325,2
0.7536559,-2.2062547,2
-6.5871787,12.696779,1
-14.993273,4.597379,1
-10.26716,-3.5487556,1
1.5471226,-8.661122,2
2.7552886,-3.3756692,1
2.2588332,8.869791,2
-0.19262014,14.887749,0
18.868689,12.929525,0
18.337831,2.2680285,0
8.417525,-2.4183671,0
12.041785,-4.4190164,0
16.336292,7.976944,2
-1.1483399,-4.258098,0
5.19064,13.017434,2
2.3163574,21.794874,0
-2.2660544,18.711529,1
-9.655262,7.6959157,1
-5.210954,-3.4415233,1
-6.204404,-5.0134034,2
3.2147508,-3.6916728,1
7.580371,13.641621,0
22.562681,-3.035728,0
11.143084,5.840311,0
9.056681,-8.079965,1
7.532766,-5.0663433,2
13.148816,2.9197013,2
-3.8579469,14.578679,1
-7.417957,5.9544086,1
-5.4624104,-5.8042493,2
0.3088521,5.40037,0
-0.009656314,8.258829,1
-5.7750587,7.721715,1
-2.8631668,1.5833341,1
-5.0518317,-8.152176,1
3.3858335,-0.5374347,2
0.8527944,-3.60169,1
-3.237852,10.439206,2
6.5370173,12.0733595,2
5.5547247,9.385446,2
7.5537796,17.464384,2
5.588486,8.406927,2
11.844914,17.111732,2
9.023781,23.007442,0
17.58506,10.554308,0
18.213823,-1.6490891,0
12.792809,-1.328817,0
17.05747,1.2216666,2
3.9012115,2.9438345,2
-3.8638215,14.492061,1
-7.5211315,6.5984526,1
2.5988138,-19.264189,2
0.39228833,5.5256443,0
-3.2510355,10.444322,2
6.5874276,12.109982,1
15.855541,3.8455257,0
17.850088,-11.925789,2
4.350265,7.025569,2
-1.9573756,15.2633295,1
-15.650095,-3.2996082,1
0.28596398,-6.105801,1
-5.4077,0.18864916,0
7.1163692,-5.5198426,2
4.488692,5.4536834,0
2.9057813,19.40563,1
-5.839606,2.5003085,1
-13.168056,2.395789,1
-7.801699,0.58467233,1
1.6184937,-0.9496043,1
-4.9258213,2.0568461,2
-4.2821417,5.860753,1
-1.7632314,15.55368,1
-15.72911,-3.3892422,1
-9.928237,-9.130496,1
1.4399865,-13.170858,2
8.243915,0.50474536,2
9.000227,13.462375,0
19.018143,-9.399443,2
4.0314984,1.8498333,0
-12.729019,17.389349,1
-14.601574,2.7697928,1
9.301555,-15.699562,2
0.6372106,6.1110406,2
-2.6371808,11.94699,2
12.290225,18.720663,0
-3.9268978,17.155851,1
7.13306,-16.843456,2
5.2641306,5.583021,2
10.352124,15.166485,0
16.501348,11.853719,0
10.260304,8.511519,0
15.153533,0.35388303,0
14.844257,-2.387927,2
4.844257,-13.354171,2
-10.967111,13.737118,1
-8.898335,-5.0406446,1
-1.6100285,-6.6882358,2
-1.2168827,5.0309024,2
12.443411,21.812077,2
2.2433715,21.730822,0
-3.7245452,3.251218,1
-10.235767,-5.90849,2
-5.938439,4.65427,0
16.635654,14.041458,2
2.5461645,15.640994,0
-9.99945,22.633753,1
-16.452139,9.222817,1
-6.259757,-12.08311,1
2.048774,-14.189614,2
8.683555,-11.948417,2
-1.134596,13.573615,1
-9.734105,10.599414,1
-13.84826,-4.233805,1
-7.5221343,-3.6043348,1
4.349438,-1.3324467,2
0.3304803,3.8929362,2
0.5101883,8.943375,1
-5.7486343,7.758313,1
1.6655227,3.333999,1
-4.3763313,-8.0808325,1
1.4023793,2.0456512,2
10.989412,0.91963404,2
-3.959313,19.371906,1
-4.671945,10.2223015,1
-5.927914,-3.140109,1
-5.7323194,0.49680784,2
3.211349,-3.6645668,1
14.986243,17.137934,0
17.915415,7.0721893,0
15.926521,-7.606711,0
17.923893,-0.07150431,2
1.464373,7.7198415,2
15.862325,3.8485265,0
17.849741,-11.921892,2
7.5357313,6.7313294,2
22.082539,12.474167,0
19.829374,-2.5168507,0
2.2097213,-10.148694,2
11.374511,13.0847025,0
-13.871176,15.196061,1
-15.090463,13.693296,1
1.3674412,-7.1839023,2
7.053469,8.502782,2
10.9821615,18.19454,0
14.843006,9.773137,0
19.487494,10.915323,0
18.616604,-3.859292,0
11.3155985,7.803291,0
6.279836,-9.465002,1
6.711447,-6.536004,2
5.7579474,6.7649937,2
-9.810072,12.738263,1
-7.6469684,5.2721953,1
-8.836354,-0.7261046,2
0.068832144,5.1187906,2
-10.004292,22.638687,1
-16.446712,9.220368,1
-8.086005,-6.2911882,1
1.9808164,-14.232209,2
8.684763,-11.943718,2
18.163946,13.388424,0
20.185692,-10.493284,2
2.1351204,5.524377,1
5.7500257,13.36536,2
7.7338176,15.271691,2
4.722215,19.033087,2
4.3875422,22.02791,0
-3.5816774,14.145037,1
-8.232703,4.2244134,1
2.5824301,-19.279367,2
0.5604051,5.9635057,0
7.156867,18.766987,0
25.216242,-0.52331394,0
0.11287016,-17.975056,2
-5.6557817,14.604719,0
9.0454,12.56152,2
1.0561972,13.804186,0
-5.9775023,18.30769,1
-5.86532,-2.1038191,1
-3.6800485,-10.928267,1
-2.8254774,-5.7863235,2
-0.94622713,-8.429139,1
-10.001422,17.58509,1
-3.7119503,-5.0756416,1
-2.6165855,-14.26604,2
-0.1794292,0.4400764,0
-3.065101,9.120226,1
7.133611,-16.843187,2
9.240536,9.550805,0
9.030334,12.563906,2
1.0611295,13.795427,0
6.513546,9.2303505,0
7.208076,4.438415,2
4.0934224,7.3011265,2
-5.1973915,9.2054205,1
9.888671,-3.1052985,1
-7.2603993,-17.72955,2
-2.195248,10.275094,2
22.08678,12.472641,0
19.82633,-2.5183084,0
0.1277946,-17.960947,2
11.367499,13.09567,0
14.078336,13.779685,0
18.01369,4.1730895,0
13.702083,-5.069837,0
9.734298,2.8579876,0
11.3951645,-0.8384948,2
13.166612,10.927191,2
