x,y,arg
3.9718862,0.5692825,0
11.7104,-4.0505896,0
10.714801,-8.173588,2
13.425254,5.8245964,0
-5.4331865,22.628775,1
-3.9257593,8.7653675,1
-4.786331,-3.6860185,1
-8.965727,2.1347632,1
3.4333804,-0.60365,2
0.6815908,-3.2482698,0
-8.5534525,14.107668,1
-2.4350271,4.9225082,1
-15.077931,-0.386797,1
-9.468874,5.130815,1
-0.3685178,-11.676592,2
10.701228,0.6066131,1
15.610123,17.767704,0
26.280174,3.5585542,0
10.505226,6.049591,0
14.470653,-0.59230286,0
6.146292,-0.8311613,2
7.5359774,2.4532819,2
-8.101425,11.665958,2
-3.0022857,22.564194,0
4.9707203,19.024618,2
5.817483,21.621088,0
-5.339188,11.0179615,1
-10.680333,-14.4856205,2
-6.170171,4.8832903,0
9.059897,22.972897,0
17.561348,10.521712,0
18.240189,-1.6957285,0
12.777586,-1.3433555,0
17.063438,1.2104948,2
3.8275542,2.9193532,2
-3.8372688,14.472511,1
-7.5101013,6.6086817,1
2.604846,-19.257046,2
0.47881967,5.7416477,0
-6.806647,16.091839,1
-3.1442027,-0.37631124,1
-11.96315,-8.034509,1
-13.287191,-0.06740131,1
0.7864184,0.8610419,1
3.1728992,-10.985993,2
-5.803554,13.620583,2
2.495506,14.468477,2
8.053947,8.502712,0
7.189939,18.80229,0
18.343039,12.007047,0
0.2614116,-17.833147,2
-5.636392,14.583594,0
10.187754,19.495615,0
16.273619,9.979951,0
12.351163,1.763839,0
13.144044,-5.728522,0
21.57706,3.9965167,0
6.1789966,-9.501638,0
8.648016,5.922692,2
6.04972,7.093309,1
16.147543,-4.8525987,2
9.12184,-4.4094243,2
19.084171,18.392015,0
17.944462,7.1133842,0
15.930483,-7.5602355,0
17.90374,-0.056462076,2
8.808727,4.4586277,2
-12.016246,19.627062,1
-13.870194,9.735058,1
-4.604111,-6.8003254,1
9.043102,6.7027707,2
-1.9596949,-2.6304476,1
17.967655,15.20316,0
18.431084,8.928554,0
10.073325,12.401746,2
5.837858,10.194921,0
-1.710921,0.36144823,2
7.021565,20.39345,0
22.08306,12.475652,0
19.837774,-2.523191,0
12.571176,-2.912628,2
6.041141,-15.815635,0
3.0145712,10.518647,0
21.265585,-2.8943276,0
10.130949,6.4525447,0
13.625226,-0.6477062,0
5.374685,-0.7787203,2
7.8681087,3.3124988,0
-3.96126,19.37263,1
-4.7266846,10.15179,1
-4.540139,-6.827079,1
-5.773916,0.5262373,2
-0.074485295,11.1525,2
-12.7275915,17.39106,1
-14.597544,2.768146,1
9.354784,-15.755781,2
7.067937,8.502925,1
0.8623336,20.811443,0
11.753691,-17.65303,2
2.2218008,5.5936337,0
-13.898631,15.184137,1
-15.102144,13.69983,1
0.29198226,-6.112253,1
1.653286,-12.817007,2
8.333262,0.71967405,2
19.29791,7.131104,0
14.770375,-5.499042,0
12.09563,-11.409742,0
14.550988,2.8964674,0
5.8192034,1.7597067,2
7.5942526,2.3801837,2
-4.788684,24.44195,1
-10.776414,8.844638,1
-15.53611,7.8872705,1
-12.762142,-0.5269306,1
-2.4349425,-9.879135,1
3.858659,-2.2601738,2
-1.8462625,8.273344,2
5.5018153,8.291396,2
0.93943614,17.038486,2
-16.870386,5.769553,1
-15.519268,4.1650567,1
-10.637943,-3.547726,1
2.4031072,-8.548711,2
2.9066775,-2.9452581,1
15.29092,15.474278,0
20.13322,-10.43728,2
4.2736235,1.5453527,0
7.2084756,9.384792,0
21.562393,-9.572466,2
4.1527867,5.180208,0
-1.559252,7.0221124,2
-0.22119693,14.868729,0
-8.558651,14.110327,1
-2.4423394,4.934013,1
-15.081106,-0.387512,1
-9.500378,5.159016,1
-0.37409317,-11.657384,2
10.69341,0.59823674,1
4.713846,16.727037,0
21.158638,-2.7648451,0
10.187583,6.379186,0
13.620537,-0.65967613,0
5.400213,-0.7862639,2
7.7518215,3.2260976,0
17.013933,25.956268,0
22.001945,5.2936635,0
10.694236,5.531284,0
8.322135,-7.4918857,2
1.5711596,7.782834,1
-3.7225277,3.2395775,1
-10.245962,-5.8665195,2
9.247805,9.661434,1
16.91599,8.643876,2
2.6420212,11.475747,0
13.224572,12.620716,0
24.126493,7.989978,0
15.627402,-8.294191,0
8.423657,-7.8408775,1
2.7199585,1.5072615,2
13.140418,2.9474893,1
3.0172675,10.504788,0
21.069082,-2.6800354,0
7.602353,5.5547733,0
11.571392,-14.262573,0
15.122408,5.4262137,2
4.1675816,-12.539706,0
10.959595,18.184181,0
16.482866,-0.07078452,0
19.495295,10.919763,0
18.999226,-3.8482666,0
11.405531,7.867971,0
8.61067,-6.5370836,2
5.9158397,6.0401697,0
14.704544,11.549929,0
14.958139,-6.5098085,0
10.905861,5.6290927,0
8.53544,-8.002902,1
2.6699479,1.5634042,2
13.161038,2.985247,2
10.497935,13.78398,0
19.024973,-9.394862,2
4.027839,1.8600706,0
12.116425,10.322167,0
22.36166,9.146372,0
11.16783,-6.1873193,0
8.058031,-0.8362536,2
7.033291,-1.8679378,0
12.029566,10.570314,0
17.88629,-9.717295,0
16.054256,-8.915665,0
8.1063,-0.8837951,2
10.4209795,9.900053,2
10.998129,18.212477,0
14.842806,9.781852,0
19.478683,10.905219,0
10.449807,3.1551235,0
11.5924425,-1.3094772,2
13.246647,10.957542,2
4.037062,12.643946,2
6.645331,-6.7564692,1
-1.130571,13.574467,1
-9.671923,10.652357,1
-13.862236,-4.240963,1
-7.26804,-3.7627685,1
0.5836571,-10.717684,2
9.425161,-1.3577285,1
1.6639886,16.434542,1
4.277622,-16.285336,2
-7.3412423,-7.409881,0
20.556416,13.617631,0
25.222271,2.3402565,0
9.088942,-5.4169264,2
12.2248,9.028024,0
-6.837611,11.473559,1
-3.6667812,-5.1336265,1
3.1576905,-7.2761664,2
5.6937065,-2.9180589,2
2.064895,13.159986,1
-12.374002,6.5258403,1
1.1510687,-6.937642,2
5.549921,-2.8576622,0
7.1839547,18.800188,0
18.343103,12.006744,0
0.26789615,-17.826397,2
-5.6097994,14.557001,0
14.406454,23.314692,0
20.383415,3.271314,0
10.389921,6.1722975,0
14.143157,-0.5145726,0
5.8488293,-0.9461384,2
7.651152,2.4719388,0
-10.0386715,22.673382,1
-16.446964,9.221158,1
-8.084511,-6.288107,1
1.6205333,-14.605707,2
8.668188,-11.960545,1
14.304052,22.085623,0
20.224058,3.573669,0
9.903221,0.088215135,0
7.2625,-12.952802,0
5.833012,1.1507034,2
-0.49299142,-5.392526,0
0.98576087,26.077147,2
-9.17191,19.570082,2
-8.541121,14.09338,1
-2.9378102,4.7545843,1
-4.863728,-3.6475046,1
-9.13302,2.3597627,1
3.512856,-0.7191031,2
0.71583843,-2.2417116,2
6.724721,14.354765,1
-3.154284,-0.36464778,1
-8.76307,8.402946,1
-0.046026047,2.161302,1
0.7708032,0.8814906,1
3.162243,-10.978823,2
-5.855848,13.667295,2
-1.3537427,19.601942,2
12.263128,14.069578,0
12.057812,10.780706,0
17.839346,-9.670969,0
10.827887,5.824483,0
8.7398615,-8.136638,2
3.8479433,-4.074092,0
-4.407489,11.928374,2
9.020465,16.59845,0
1.2477593,19.07977,1
-11.881853,4.991251,1
-5.037695,-10.002632,1
-6.0967174,-8.536696,1
-9.375586,3.8724997,2
-0.9358222,-1.4288057,1
-8.61883,14.17051,1
-2.8562784,4.7618933,1
-7.7179117,3.0991328,1
-9.51406,5.1842127,1
-0.38033068,-11.690297,2
10.707829,0.6071,1
5.2752748,13.060883,2
2.2831802,21.760538,0
1.2457541,19.077255,1
-11.877646,4.9848576,1
-4.994326,-9.975334,1
-6.150938,-8.481473,1
-9.413584,3.8395307,2
1.5661132,-3.6996832,1
0.98601514,26.07652,2
-9.132465,19.531334,2
4.663663,10.450748,2
7.6146536,17.399384,2
6.503584,16.210003,0
21.221071,-2.8469498,0
7.6080484,5.5575824,0
11.572636,-14.261196,0
15.0716715,5.4587393,2
4.162367,-12.5339365,0
1.2492852,19.077028,1
-11.902856,5.009044,1
-5.036922,-9.9746475,1
-6.104195,-8.52707,1
-9.375065,3.880572,2
-0.9020975,-1.4583656,1
-3.902262,17.136618,1
7.062489,-16.77548,2
9.249273,9.670575,0
15.850094,3.861572,0
17.225689,-4.774077,2
4.3041873,4.7528696,2
13.972496,18.072475,0
19.301231,1.0813211,0
7.291863,0.7998229,2
13.815213,6.61916,0
5.7639217,13.356305,2
2.520972,15.659724,0
-6.7660947,12.665762,1
-14.65458,4.891186,1
-11.703663,-10.562651,1
1.2617774,-8.674166,2
-1.125664,-8.604283,1
-7.203004,21.452805,1
-11.198825,7.178108,1
-3.1245844,-2.5908062,2
0.4920372,5.898534,0
-4.137876,7.1166673,1
-3.3919709,2.3766844,2
0.025677474,-9.821682,0
14.989717,17.143547,0
17.9237,7.078325,0
15.842749,-7.744894,0
17.911282,-0.051168863,2
8.79306,4.4371,1
-3.923759,17.149857,1
7.0829973,-16.795292,2
5.071472,5.3191147,2
13.889219,15.598984,0
21.405493,5.92343,0
8.424401,-2.41801,0
12.007972,-4.385945,0
16.3031,7.8647823,2
-1.1325561,-4.2696824,2
2.8557982,19.383667,1
-5.7064133,2.613921,1
-13.23489,2.5063705,1
-1.2616304,1.613004,1
-6.249691,-0.7111616,1
3.252301,-11.072537,2
-6.048318,13.796986,0
9.061726,23.005955,0
19.083344,4.772232,0
20.069786,8.202653,0
18.091942,-3.6550674,0
21.574902,3.9943073,0
3.771232,18.241386,0
8.700342,5.943231,2
5.898281,6.962278,0
12.037656,10.579493,0
17.871298,-9.724202,0
16.01855,-8.874846,0
9.727305,-14.158242,2
10.448833,9.9332075,2
15.882652,3.8260896,0
17.230625,-4.7715187,2
4.2937536,4.7453194,2
-1.72383,0.3671178,2
7.0164814,20.393244,0
5.419858,20.097462,1
5.0784984,11.439881,1
-4.228417,-4.1016903,1
-8.296585,1.1367024,1
2.0550275,-0.25142646,2
1.3381176,-3.395395,1
-6.254224,10.491768,1
-10.675859,-14.495509,2
-0.794807,6.942012,0
-16.850145,5.755101,1
-15.524923,4.203633,1
-10.634528,-3.5517106,1
2.4007947,-8.552339,2
2.8767884,-2.9802306,1
-12.036076,19.605085,1
-13.830237,9.756832,1
-4.637386,-6.7305374,1
5.183919,3.2211592,2
-1.920733,-2.66381,1
-6.252479,10.484506,1
-10.680583,-14.485009,2
-4.448376,-12.946619,0
12.131057,24.208424,0
23.567348,11.55734,0
9.296822,11.448007,0
14.178163,-12.763635,0
14.31058,-2.8071704,2
4.821601,-13.336775,0
12.036658,10.571484,0
17.862427,-9.69356,0
10.887419,5.8205943,0
10.634902,-3.7060003,1
6.9727707,-5.7245116,2
4.875311,6.2922144,0
21.328623,10.328852,0
16.578314,-2.4145389,0
10.778121,5.771277,0
8.616802,-8.085236,1
2.6483042,1.5833626,2
13.135968,2.9504516,2
-11.111437,15.8967495,1
-6.838462,3.4927208,1
-5.7749677,-3.203561,1
-5.7797036,0.52141273,2
-0.048820037,11.163054,2
9.246953,17.534174,0
9.171172,7.91062,0
18.187418,-1.5731831,0
10.372895,3.2742178,0
11.429069,-0.9168891,2
13.18202,10.9294195,2
6.66905,-5.8119755,2
5.3511443,6.117665,2
-6.820782,16.10614,1
-3.1492088,-0.3770845,1
-11.995107,-8.003453,1
-13.283066,-0.07506558,1
1.7581416,-0.7691843,1
-5.2935195,1.7360787,2
4.3043256,-9.159618,2
-8.090332,11.662942,2
-3.000793,22.563902,0
0.9209073,12.890797,2
-9.13002,19.52542,2
-13.3072405,12.832209,1
9.883111,-3.1075714,1
-7.2002783,-17.664703,2
3.4774244,4.2659287,2
-8.562602,14.120677,1
-2.8664637,4.7937517,1
-7.735443,3.1238768,1
-9.103076,2.3268666,1
3.5538104,-0.7470255,2
0.4024849,3.8303766,2
-6.0137744,18.34288,1
-5.850357,-2.05278,1
-11.698173,-10.556131,1
1.237225,-8.677182,2
-1.0654107,-8.547381,1
2.5380542,17.536133,1
-16.51502,1.66933,1
-8.297402,-8.349046,1
-8.628272,1.6045766,1
2.272541,0.024639435,2
1.6062812,-3.7030275,1
20.616201,13.56067,0
25.224527,2.3432348,0
12.858587,-3.314799,2
4.699189,-5.2855277,2
-4.0293026,7.1954894,1
-10.538301,-1.3526769,2
0.03485223,-9.83752,0
10.21807,19.518066,0
16.27994,10.003638,0
12.332975,1.7726363,0
13.137518,-5.721587,0
21.56912,4.021182,0
6.175486,-9.497921,0
8.644885,5.9244895,2
6.0301485,7.070409,1
16.14723,-4.8460493,2
9.11779,-4.425117,2
-4.089175,7.1630397,1
-3.4029253,2.363944,2
-1.9956949,-0.37874737,0
2.4276576,14.536799,2
8.08873,8.483859,0
12.427111,21.795124,2
17.123781,13.120007,0
1.0243232,26.114979,2
2.1393502,10.026269,2
7.1394334,9.393411,0
21.562141,-9.566889,2
4.6448,6.782268,1
16.6034,14.071119,2
2.5523043,15.638183,0
2.4029622,7.025731,0
17.86416,-11.939651,2
1.7990842,5.2227864,1
-4.7722816,13.02088,1
2.4348874,-5.2918205,2
-6.0005336,4.7170157,0
-9.798655,17.396074,1
-10.693391,0.650098,1
-2.3345351,-14.541363,2
-0.14230043,0.47418764,0
-1.9239967,15.311525,1
-15.680141,-3.3304164,1
-9.881308,-9.130642,1
1.4029542,-13.159364,2
8.249447,0.52482885,2
10.592829,11.562127,0
15.389247,-4.115694,0
16.088837,1.7496156,2
4.179276,-5.5822883,1
-3.898811,17.135906,1
7.164824,-16.874075,2
9.205488,9.600314,0
14.651159,11.498035,0
14.961422,-6.512485,0
15.664807,-8.35726,0
9.630057,-14.186787,2
10.028009,9.462258,2
14.995339,17.146055,0
17.880688,7.0390925,0
15.910347,-7.5911613,0
17.904613,-0.049391113,2
8.780521,4.471101,1
2.9461257,12.649982,0
14.773007,9.804628,0
20.164505,8.327826,0
18.351072,-3.7651567,0
11.241673,7.7436037,0
6.3273287,-9.450642,1
6.7457027,-6.246281,2
5.727866,6.098793,0
-1.3083478,16.404276,1
-16.966108,-4.8642063,1
-6.2356453,-12.0596485,1
1.9686532,-14.067252,2
8.186976,0.06294145,2
-5.9591503,18.289684,1
-5.91382,-2.0693758,1
-3.674199,-10.938099,1
-2.7733407,-5.6594586,2
-0.91889673,-8.445799,1
0.46156737,8.930504,1
-5.860898,7.7813754,1
-2.874693,1.5312979,1
-4.3663893,-8.112039,1
1.4300174,2.057697,2
10.977557,0.9039638,2
14.136399,13.83528,0
18.011276,4.1675115,0
13.7042055,-5.0509734,0
19.236677,-3.6744003,0
11.603262,7.927468,0
8.628212,-6.491174,2
5.975328,6.005499,0
16.855364,8.555841,2
11.843987,17.110954,2
12.13068,24.20757,0
23.567642,11.555615,0
9.249032,11.501192,0
14.199434,-12.780382,0
14.086302,-3.0321085,2
4.81224,-13.327885,2
5.748877,13.353847,2
7.7307944,15.268643,0
12.12878,24.20903,0
23.590294,11.579764,0
9.265267,11.47265,0
14.202946,-12.793375,0
14.315249,-2.8082669,2
4.770732,-13.281797,2
9.274199,17.503794,0
9.212088,7.877111,0
8.839356,14.7184105,0
10.317626,3.3226025,0
11.42677,-0.93785965,2
3.4509208,9.412476,2
14.00872,18.030985,0
19.302763,1.0867124,0
7.04766,1.095586,2
13.826495,6.60148,0
15.3538685,15.538998,0
13.480714,-7.2407513,2
4.2942553,1.5668986,0
3.9779282,13.76128,0
26.843403,3.127578,0
11.173243,1.780296,0
14.751535,-0.7815728,0
6.338175,-0.667041,2
8.3120365,-3.4515173,2
9.551551,21.02303,0
15.516993,-3.9658988,0
12.976358,-9.219748,0
5.027831,-6.9941096,2
9.265146,1.5159742,0
-1.0634061,23.210035,1
5.070857,11.500729,1
-1.4837586,9.871689,1
-4.385026,-1.7229873,1
-2.550811,-9.793827,1
-1.9171233,-12.022766,2
-1.8712784,8.215193,2
5.614899,13.262895,2
7.6837826,15.227524,0
0.9914002,26.082838,2
6.6964145,12.191819,2
9.270603,17.564625,0
16.484444,-0.0641842,0
19.532187,10.959812,0
18.957546,-3.8546417,0
11.575287,7.929814,0
8.591035,-6.534581,2
5.9303746,6.0316825,0
10.954014,18.196854,0
6.532102,3.5514898,0
19.550762,10.974875,0
18.70375,-3.8891397,0
11.409875,7.892305,0
8.599074,-6.5256753,2
5.8617563,6.065648,0
16.371498,20.279285,0
16.850988,6.020509,0
6.051143,-11.396286,2
9.817461,-2.0409732,0
-6.5740404,1.9483477,2
6.4851794,12.032731,1
-12.755656,17.388971,1
-14.635756,2.784494,1
1.3912538,-7.2066555,2
7.0605354,8.510785,1
2.4346232,7.0680795,0
17.856964,-11.927712,2
7.549366,6.73746,2
-1.2954996,16.430225,1
-16.9947,-4.8949122,1
-9.215535,-9.121433,1
-5.4692507,0.2504014,2
-0.86292696,11.752508,0
4.012568,13.792708,0
26.790146,3.1748226,0
20.027725,-0.04250061,0
8.305471,7.5572124,0
5.9712567,2.2624362,2
8.305286,-3.4520469,2
13.886781,15.606788,0
21.392138,5.942595,0
8.483446,-2.3505747,0
11.985781,-4.349987,0
16.265799,7.8013935,2
-0.91410905,-4.0417695,0
-5.4292474,22.649769,1
-3.894321,8.743171,1
1.6625466,3.326024,1
-4.3381114,-8.058952,1
1.4553208,2.056305,2
0.69265676,-3.291121,0
-12.0314665,19.609842,1
-13.848812,9.754489,1
-4.5644526,-6.7614923,1
5.173314,3.2129092,2
-1.9409077,-2.644697,1
15.3113985,15.498764,0
20.192,-10.4986515,2
4.223632,1.5182087,0
-9.670472,13.7960615,1
-6.552397,8.346418,1
-2.3758285,3.077411,1
-5.737902,-9.746793,1
2.40118,7.701175,2
-1.1429255,-1.3898168,1
-7.219278,21.468239,1
-11.156269,7.2230635,1
-3.160047,-2.5931387,2
0.5667835,5.9845037,0
2.6037233,19.611116,1
-3.3953063,-0.107127994,1
-13.270324,2.63282,1
-7.800564,0.5857029,1
1.7171549,-0.84368986,1
-5.1447945,1.8324753,2
-4.28907,5.8744664,1
5.775518,13.376229,2
7.7364073,15.277666,2
2.9589682,12.647233,0
14.782691,9.718282,0
20.224468,8.386537,0
10.678261,2.873697,0
7.390094,-9.114989,2
1.612245,10.776458,1
4.697754,16.733644,0
21.182623,-2.7969942,0
7.6018314,5.557671,0
11.586043,-14.284792,0
14.931043,5.5216565,2
4.1428733,-12.50568,0
0.45688137,8.963238,1
-5.7532806,7.7482023,1
1.6584681,3.329375,1
-4.362782,-8.104773,1
1.4934858,2.0020132,2
10.926218,0.8541485,2
0.97629964,26.066465,2
2.1380806,10.035195,0
4.704272,16.741535,0
21.137497,-2.7530391,0
9.868523,0.12812328,0
7.2620273,-12.961381,0
14.891399,5.536109,2
-0.4669864,-5.414114,1
4.6990876,16.732176,0
21.170897,-2.7778428,0
9.828519,0.15781957,0
